dictionary,{{en-verb|dictionar|ies}}
decaudate,{{en-verb|decaudat}}
desyne,{{en-verb|desyn}}
beleagure,{{en-verb|beleagur}}
twoweapon,{{en-verb}}
ergotise,{{en-verb|ergotis}}
ethicize,{{en-verb|ethiciz}}
eunuchize,{{en-verb|eunuchiz}}
snuzzle,{{en-verb|snuzzl}}
pretrain,{{en-verb}}
dehair,{{en-verb}}
overfortify,{{en-verb|overfortifies|overfortifying|overfortified}}
uncrimp,{{en-verb}}
utopianize,{{en-verb|utopianiz}}
utopianise,{{en-verb|utopianis}}
embue,{{en-verb|embues|embuing|embued}}
outspook,{{en-verb}}
sympathectomize,{{en-verb|sympathectomiz}}
colloquialise,{{en-verb|colloquialis}}
allatectomize,{{en-verb|allatectomiz}}
go astray,{{en-verb|goes astray|going astray|went astray|gone astray}}
ferret around,{{en-verb|ferrets around|ferreting around|ferreted around}}
shrink back,{{en-verb|shrinks back|shrinking back|shrank back|past2=shrunk back|shrunk back|past_ptc2=shrunken back}}
hack away,{{en-verb|hacks away|hacking away|hacked away}}
shrivel up,{{en-verb|shrivels up|shriveling up|shriveled up}}
neocolonialize,{{en-verb|neocolonializ}}
replume,{{en-verb|replum}}
essentialise,{{en-verb|essentialis}}
retarmac,{{en-verb|retarmacs|retarmacking|retarmacked}}
becourage,{{en-verb|becourag}}
voutsafe,{{en-verb|voutsaf}}
bacterise,{{en-verb|bacteris}}
barbarise,{{en-verb|barbaris}}
bayt,{{en-verb}}
boogie down,{{en-verb|boogies down|boogying down|pres_ptc2=boogieing down|boogied down}}
bo jio,{{en-verb}}
reup,{{en-verb|head=[[re]][[up]]|reupp}}
flatpick,{{en-verb|flatpicks|flatpicking|flatpicked|flatpicked}}
flat-pick,{{en-verb}}
tompang,{{en-verb}}
tumpang,{{en-verb}}
bao toh,{{en-verb}}
cafe hop,{{en-verb|cafe hops|cafe hopping|cafe hopped}}
have someone's head,{{en-verb|has someone's head|having someone's head|had someone's head}}
build down,{{en-verb|builds down|building down|built down}}
play with house money,{{en-verb|plays with house money|playing with house money|played with house money}}
starvate,{{en-verb|starvat|ing}}
orchidectomize,{{en-verb|orchidectomiz}}
undersing,{{en-verb|undersings|undersinging|undersang|undersung}}
bourgeoisify,{{en-verb|bourgeoisifies|bourgeoisifying|bourgeoisified}}
buccanier,{{en-verb}}
re-upholster,{{en-verb}}
interlend,{{en-verb|interlends|interlending|interlent}}
tackify,{{en-verb|tackifies|tackifying|tackified}}
tartarise,{{en-verb|tartaris}}
tattow,{{en-verb}}
technicalize,{{en-verb|technicaliz}}
detechnicalize,{{en-verb|detechnicaliz}}
thymectomize,{{en-verb|thymectomiz}}
formatize,{{en-verb|formatiz|ed}}
deair,{{en-verb}}
disbosom,{{en-verb}}
disgown,{{en-verb}}
disform,{{en-verb}}
disproove,{{en-verb|disproov}}
dressmake,{{en-verb|dressmakes|dressmaking|dressmade}}
pao toh,{{en-verb}}
fancify,{{en-verb|fancifies|fancifying|fancified}}
farcify,{{en-verb|farcifies|farcifying|farcified}}
cafe-hop,{{en-verb|cafe-hops|cafe-hopping|cafe-hopped}}
café hop,{{en-verb|café hops|café hopping|café hopped}}
café-hop,{{en-verb|café-hops|café-hopping|café-hopped}}
sweettalk,{{en-verb}}
disactivate,{{en-verb|disactivat|ing}}
switch hit,{{en-verb|switch hits|switch hitting|switch hit}}
yeet,{{en-verb}}
retrodiagnose,{{en-verb|retrodiagnoses|retrodiagnosing|retrodiagnosed}}
retraumatise,{{en-verb|retraumatis|ing}}
klatawaw,{{en-verb}}
bite down,{{en-verb|bites down|biting down|bit down}}
earbash,{{en-verb|es}}
encharm,{{en-verb}}
enshell,{{en-verb}}
mistrace,{{en-verb|mistrac}}
mispatch,{{en-verb|mispatches|mispatching|mispatched}}
undazzle,{{en-verb|undazzl}}
unconfine,{{en-verb|unconfin}}
underfish,{{en-verb|es}}
redramatize,{{en-verb|redramatiz}}
ungyve,{{en-verb|ungyv}}
repanel,{{en-verb|pres_ptc2=repanelling|past2=repanelled}}
rerise,{{en-verb|rerises|rerising|rerose|rerisen}}
reschool,{{en-verb}}
respade,{{en-verb|respad}}
rhythmise,{{en-verb|rhythmis}}
navel-gaze,{{en-verb|navel-gazes|navel-gazing|navel-gazed}}
storm out,{{en-verb|storms out|storming out|stormed out}}
decolonialize,{{en-verb|decolonializ}}
Arabianise,{{en-verb|Arabianis}}
peepe,{{en-verb|peepes|peeping|peeped}}
peinct,{{en-verb}}
powerslam,{{en-verb|powerslams|powerslamming|powerslammed}}
pictorialize,{{en-verb|pictorializ}}
vitriolise,{{en-verb|vitriolis}}
utilitarianise,{{en-verb|utilitarianis}}
unthatch,{{en-verb|unthatches|unthatching|unthatched}}
ferhoodle,{{en-verb|ferhoodl}}
outwill,{{en-verb}}
countersupport,{{en-verb}}
eff up,{{en-verb|effs up|effing up|effed up}}
uncoffin,{{en-verb}}
type up,{{en-verb|types up|typing up|typed up}}
drum out,{{en-verb|drums out|drumming out|drummed out}}
tighten up,{{en-verb|tightens up|tightening up|tightened up}}
play God,{{en-verb|plays God|playing God|played God}}
lay pipe,{{en-verb|lays pipe|laying pipe|laid pipe}}
netsurf,{{en-verb}}
cybersurf,{{en-verb}}
cybernate,{{en-verb|cybernat}}
informatize,{{en-verb|informatiz}}
racebend,{{en-verb|racebends|racebending|racebent}}
drag hunt,{{en-verb}}
grow out,{{en-verb|grows out|growing out|grew out|grown out}}
stiffen up,{{en-verb|stiffens up|stiffening up|stiffened up}}
chickenize,{{en-verb|chickeniz}}
tamp down,{{en-verb|tamps down|tamping down|tamped down}}
cheap out,{{en-verb|cheaps out|cheaping out|cheaped out}}
cheapen out,{{en-verb|cheapens out|cheapening out|cheapened out}}
mic up,{{en-verb|mics up|micing up|miced up}}
hang low,{{en-verb|hangs low|hanging low|hung low}}
dote over,{{en-verb|dotes over|doting over|doted over}}
move in on,{{en-verb|moves in on|moving in on|moved in on}}
punk out,{{en-verb|punks out|punking out|punked out}}
confide in,{{en-verb|confides in|confiding in|confided in}}
go at,{{en-verb|goes at|going at|went at|gone at}}
happen upon,{{en-verb|happens upon|happening upon|happened upon}}
get one's groove on,{{en-verb|gets one's groove on|getting one's groove on|got one's groove on}}
flash back,{{en-verb|flashes back|flashing back|flashed back}}
talk through,{{en-verb|talks through|talking through|talked through}}
stock up on,{{en-verb|stocks up on|stocking up on|stocked up on}}
read up on,{{en-verb|reads up on|reading up on|read up on}}
sneak past,{{en-verb|sneaks past|sneaking past|snuck past}}
flash forward,{{en-verb|flashes forward|flashing forward|flashed forward}}
move over,{{en-verb|moves over|moving over|moved over}}
move along,{{en-verb|moves along|moving along|moved along}}
magnoperate,{{en-verb|magnoperat}}
type out,{{en-verb|types out|typing out|typed out}}
grecize,{{en-verb|greciz}}
graecize,{{en-verb|graeciz}}
grecianize,{{en-verb|grecianiz}}
Grecianize,{{en-verb|Grecianiz}}
can't even,{{en-verb|can't even|-|couldn't even|head=can’t even}}
trail off,{{en-verb|trails off|trailing off|trailed off}}
slip one past,{{en-verb|slips one past|slipping one past|slipped one past}}
put it past,{{en-verb|puts it past|putting it past|put it past}}
drain out,{{en-verb|drains out|draining out|drained out}}
get up in someone's face,{{en-verb|gets up in someone's face|getting up in someone's face|got up in someone's face|gotten up in someone's face}}
get up in,{{en-verb|gets up in|getting up in|got up in|gotten up in}}
sell away,{{en-verb|sells away|selling away|sold away}}
buy in,{{en-verb|buys in|buying in|bought in}}
call away,{{en-verb}}
call down,{{en-verb|calls down|calling down|called down}}
holla at,{{en-verb|hollas at|hollaing at|hollaed at}}
run at,{{en-verb|runs at|running at|ran at|run at}}
pick over,{{en-verb|picks over|picking over|picked over}}
kersplode,{{en-verb|kersplod|ing}}
pick away at,{{en-verb|picks away at|picking away at|picked away at}}
cart away,{{en-verb|carts away|carting away|carted away}}
drain away,{{en-verb|drains away|draining away|drained away}}
plump for,{{en-verb|plumps for|plumping for|plumped for}}
queen up,{{en-verb|queens up|queening up|queened up}}
speak of,{{en-verb|speaks of|speaking of|spoke of|spoken of}}
strike a blow,{{en-verb|strikes a blow|striking a blow|struck a blow}}
settle into,{{en-verb|settles in|settling in|settled in}}
grab off,{{en-verb|grabs off|grabbing off|grabbed off}}
grab at,{{en-verb|grabs at|grabbing at|grabbed at}}
mark as,{{en-verb|marks as|marking as|marked as}}
mark down as,{{en-verb|marks down as|marking down as|marked down as}}
bill as,{{en-verb|bills as|billing as|billed as}}
pass as,{{en-verb|passes as|passing as|passed as}}
double as,{{en-verb|doubles as|doubling as|doubled as}}
hold up as,{{en-verb|holds up as|holding up as|held up as}}
double up as,{{en-verb|doubles up as|doubling up as|doubled up as}}
pawn off as,{{en-verb|pawns off as|pawning off as|pawned off as}}
look on as,{{en-verb|looks on as|looking on as|looked on as}}
bring up against,{{en-verb|brings up against|bringing up against|brought up against}}
bring together,{{en-verb|brings together|bringing together|brought together}}
lean in,{{en-verb|leans in|leaning in|leaned in|past2=leant in}}
slip through,{{en-verb|slips through|slipping through|slipped through}}
get past,{{en-verb|gets past|getting past|got past|gotten past}}
pose as,{{en-verb|poses as|posing as|posed as}}
bob up,{{en-verb|bobs up|bobbing up|bobbed up}}
push up,{{en-verb|pushes up|pushing up|pushed up}}
jut out,{{en-verb|juts out|jutting out|jutted out}}
rub oneself off,{{en-verb|head=[[rub]] [[one]] [[off]]|rubs one off|rubbing one off|rubbed one off}}
lean into,{{en-verb|leans into|leaning into|leaned into|past2=leant into}}
crumple up,{{en-verb|crumples up|crumpling up|crumpled up}}
sink one's teeth in,{{en-verb|sinks one's teeth in|sinking one's teeth in|sank one's teeth in|sunken one's teeth in}}
nip at,{{en-verb|nips at|nipping at|nipped at}}
suck down,{{en-verb|sucks down|sucking down|sucked down}}
run low,{{en-verb|runs low|running low|ran low|run low}}
bring low,{{en-verb|brings low|bringing low|brought low}}
bring to,{{en-verb|brings to|bringing to|brought to}}
bring up to,{{en-verb|brings up to|bringing up to|brought up to}}
shine through,{{en-verb|shines through|shining through|shone through}}
attend to,{{en-verb|attends to|attending to|attended to}}
cheat out of,{{en-verb|cheats out of|cheating out of|cheated out of}}
cling to,{{en-verb}}
hold aloft,{{en-verb|holds aloft|holding aloft|held aloft}}
come in from,{{en-verb|comes in from|coming in from|came in from}}
stitch aloft,{{en-verb|stitches aloft|stitching aloft|stitched aloft}}
pay towards,{{en-verb|pays towards|paying towards|paid towards}}
gear towards,{{en-verb|gears towards|gearing towards|geared towards}}
gear to,{{en-verb|gears to|gearing to|geared to}}
go towards,{{en-verb|goes towards|going towards|went towards|gone towards}}
cop off with,{{en-verb|cops off with|copping off with|copped off with}}
cosy up to,{{en-verb|cosies up to|cosying up to|cosied up to}}
cozy up to,{{en-verb|cozies up to|cozying up to|cozied up to}}
cotton on to,{{en-verb|cottons on to|cottoning on to|cottoned on to}}
ball out,{{en-verb|balls out|balling out|balled out}}
go to town on,{{en-verb|goes to town on|going to town on|went to town on|gone to town on}}
toss out,{{en-verb|tosses out|tossing out|tossed out}}
duke out,{{en-verb|dukes out|duking out|duked out}}
flatten out,{{en-verb|flattens out|flattening out|flattened out}}
screw around,{{en-verb|screws around|screwing around|screwed around}}
arc up,{{en-verb|arcs up|arcing up|arced up}}
thoracotomise,{{en-verb|thoracotomis|ing}}
game out,{{en-verb|games out|gaming out|gamed out}}
hang with,{{en-verb|hangs with|hanging with|hanged with}}
harp on,{{en-verb|harps on|harping on|harped on}}
improve on,{{en-verb|improves on|improving on|improved on}}
improve upon,{{en-verb|improves upon|improving upon|improved upon}}
make out of,{{en-verb|makes out of|making out of|made out of}}
make of,{{en-verb|makes of|making of|made of}}
mean to,{{en-verb|means to|meaning to|meant to}}
muddy up,{{en-verb|muddies up|muddying up|muddied up}}
perch on,{{en-verb|perches on|perching down|perched down}}
paw at,{{en-verb|paws at|pawing at|pawed at}}
beat to,{{en-verb|beats to|beating to|beat to|beaten to}}
pinch off,{{en-verb|pinches off|pinching off|pinched off}}
pitch on,{{en-verb|pitches on|pitching on|pitched on}}
inform on,{{en-verb|informs on|informing on|informed on}}
put past,{{en-verb|puts past|putting past|put past}}
let past,{{en-verb|lets past|letting past|let past}}
let get past,{{en-verb|lets get past|letting get past|let get past}}
push past,{{en-verb|pushes past|pushing past|pushed past}}
thunder past,{{en-verb|thunders past|thundering past|thundered past}}
file past,{{en-verb|files past|filing past|filed past}}
poke out,{{en-verb|pokes out|poking out|poked out}}
tick past,{{en-verb|ticks past|ticking past|ticked past}}
blow past,{{en-verb|blows past|blowing past|blew past|blown past}}
brush past,{{en-verb|brushes past|brushing past|brushed past}}
smuggle past,{{en-verb|smuggles past|smuggling past|smuggled past}}
literalise,{{en-verb|literalis|ing}}
tell of,{{en-verb|tells of|telling of|told of}}
rap at,{{en-verb|raps at|rapping at|rapped at}}
talk at,{{en-verb|talks at|talking at|talked at}}
smack down,{{en-verb|smacks down|smacking down|smacked down}}
take it out in,{{en-verb|takes it out in|taking it out in|took it out in|taken it out in}}
take it out of,{{en-verb|takes it out of|taking it out of|took it out of|taken it out of}}
take up for,{{en-verb|takes up for|taking up for|took up for|taken up for}}
know of,{{en-verb|knows of|knowing of|knew of|known of}}
reach past,{{en-verb|reaches past|reaching past|reached past}}
spectacularize,{{en-verb|spectaculariz}}
stay together,{{en-verb|stays together|staying together|stayed together}}
keep together,{{en-verb|keeps together|keeping together|kept together}}
keep it together,{{en-verb|keeps it together|keeping it together|kept it together}}
string on,{{en-verb|strings on|stringing on|strung on}}
heap on,{{en-verb|heaps on|heaping on|heaped on}}
heap with,{{en-verb|heaps with|heaping with|heaped with}}
breeze through,{{en-verb|breezes through|breezing through|breezed through}}
happen across,{{en-verb|happens across|happening across|happened across}}
cut across,{{en-verb|cuts across|cutting across|cut across}}
lay aside,{{en-verb|lays aside|laying aside|laid aside}}
booze up,{{en-verb|boozes up|boozing up|boozed up}}
sportify,{{en-verb|sportifies|sportifying|sportified}}
shed out,{{en-verb|sheds out|shedding out|shedded out}}
show up as,{{en-verb|shows up as|showing up as|showed up as}}
shower on,{{en-verb|showers on|showering on|showered on}}
shower with,{{en-verb|showers with|showering with|showered with}}
incave,{{en-verb|incav}}
objectivise,{{en-verb|objectivis}}
overindustrialize,{{en-verb|overindustrializ}}
overcool,{{en-verb}}
overdiversify,{{en-verb|overdiversifies|overdiversifying|overdiversified}}
interpermeate,{{en-verb|interpermeat}}
spin down,{{en-verb|spins down|spinning down|spun down}}
kink out,{{en-verb|kinks out|kinking out|kinked out}}
battle out,{{en-verb|battles out|battling out|battled out}}
bunk together,{{en-verb|bunks together|bunking together|bunked together}}
cobble up,{{en-verb|cobbles up|cobbling up|cobbled up}}
cobble together,{{en-verb|cobbles together|cobbling together|cobbled together}}
crash together,{{en-verb|crashes together|crashing together|crashed together}}
herd together,{{en-verb|herds together|herding together|herded together}}
jumble together,{{en-verb|jumbles together|jumbling together|jumbled together}}
knit together,{{en-verb|knits together|knitting together|knitted together}}
lash together,{{en-verb|lashes together|lashing together|lashed together}}
nest together,{{en-verb|nests together|nesting together|nested together}}
fit together,{{en-verb|fits together|fitting together|fit together}}
weld together,{{en-verb|welds together|welding together|welded together}}
flock together,{{en-verb|flocks together|flocking together|flocked together}}
call together,{{en-verb|calls together|calling together|called together}}
crowd together,{{en-verb|crowds together|crowding together|crowded together}}
draw together,{{en-verb|draws together|drawing together|drew together|drawn together}}
hold oneself together,{{en-verb|holds oneself together|holding oneself together|held himself together}}
hold together,{{en-verb|holds together|holding together|held together}}
marshal together,{{en-verb|marshals together|marshalling together|marshalled together}}
toss together,{{en-verb|tosses together|tossing together|tossed together}}
work together,{{en-verb|works together|working together|worked together}}
partner up,{{en-verb|partners up|partnering up|partnered up}}
cement together,{{en-verb|cements together|cementing together|cemented together}}
patch together,{{en-verb|patches together|patching together|patched together}}
stand together,{{en-verb|stands together|standing together|stood together}}
go past,{{en-verb|goes past|going past|went past|gone past}}
upflash,{{en-verb|upflash|es}}
remine,{{en-verb|remin}}
commencify,{{en-verb|commencifies|commencifying|commencified}}
jerque,{{en-verb|jerques|jerquing|jerqued}}
quarrel out,{{en-verb|quarrels out|quarreling out|quarreled out}}
work through,{{en-verb|works through|working through|worked through}}
quarrel with,{{en-verb|quarrels with|quarreling with|quarreled with}}
face away,{{en-verb|faces away|facing away|faced away}}
quit on,{{en-verb|quits on|quitting on|quit on}}
go below,{{en-verb|goes below|going below|went below|gone below}}
fall below,{{en-verb|falls below|falling below|fell below|fallen below}}
send below,{{en-verb|sends below|sending below|sent below}}
go beyond,{{en-verb|goes beyond|going beyond|went beyond|gone beyond}}
look beyond,{{en-verb|looks beyond|looking beyond|looked beyond}}
see beyond,{{en-verb|sees beyond|seeing beyond|saw beyond|seen beyond}}
key down,{{en-verb|keys down|keying down|keyed down}}
kip down,{{en-verb|kips down|kipping down|kipped down}}
yack on,{{en-verb|yacks on|yacking on|yacked on}}
yammer on,{{en-verb|yammers on|yammering on|Yammered on}}
rise above,{{en-verb|rises above|rising above|rose above|risen above}}
get above,{{en-verb|gets above|getting above|got above|gotten above}}
tower above,{{en-verb|towers above|towering above|towered above}}
punch above,{{en-verb|punches above|punching above|punched above}}
get past oneself,{{en-verb|gets past oneself|getting past oneself|got past oneself|gotten past oneself}}
slip it to,{{en-verb|slips it to|slipping it to|slipped it to}}
agree with,{{en-verb|agrees with|agreeing with|agreed with}}
argue down,{{en-verb|argues down|arguing down|argued down}}
ask about,{{en-verb|asks about|asking about|asked about}}
take aloft,{{en-verb|takes aloft|taking aloft|took aloft|taken aloft}}
absorb oneself in,{{en-verb|absorbs oneself in|absorbing oneself in|absorbed oneself in}}
ace into,{{en-verb|aces into|acing into|aced into}}
ace out,{{en-verb|aces out|acing out|aced out}}
admire to,{{en-verb|admires to|admiring to|admired to}}
age out,{{en-verb|ages out|aging out|aged out}}
aim to,{{en-verb|aims to|aiming to|aimed to}}
undermeasure,{{en-verb|undermeasur}}
nondimensionalize,{{en-verb|nondimensionaliz}}
report to,{{en-verb|reports to|reporting to|reported to}}
transpool,{{en-verb}}
plead the belly,{{en-verb|pleads the belly|pleading the belly|pleaded the belly}}
contemporise,{{en-verb|contemporis}}
copolymerise,{{en-verb|copolymeris}}
cosmopolitanize,{{en-verb|cosmopolitaniz}}
cosmopolitanise,{{en-verb|cosmopolitanis}}
detribalise,{{en-verb|detribalis}}
delocalise,{{en-verb|delocalis}}
crosspollinate,{{en-verb|crosspollinat}}
experimentalise,{{en-verb|experimentalis}}
epigrammatise,{{en-verb|epigrammatis}}
effeminise,{{en-verb|effeminis}}
genealogise,{{en-verb|genealogis}}
gutturalise,{{en-verb|gutturalis}}
heathenise,{{en-verb|heathenis}}
irrationalise,{{en-verb|irrationalis}}
hyposensitise,{{en-verb|hyposensitis}}
hypersensitise,{{en-verb|hypersensitis}}
hypostatise,{{en-verb|hypostatis}}
hysterectomise,{{en-verb|hysterectomis}}
idolatrise,{{en-verb|idolatris}}
immaterialise,{{en-verb|immaterialis}}
amplect,{{en-verb}}
impersonalise,{{en-verb|impersonalis}}
homologise,{{en-verb|homologis}}
juvenilise,{{en-verb|juvenilis}}
microminiaturise,{{en-verb|microminiaturis}}
metathesise,{{en-verb|metathesis}}
mercurialise,{{en-verb|mercurialis}}
intersplice,{{en-verb|intersplic}}
monumentalise,{{en-verb|monumentalis}}
outpull,{{en-verb}}
orthographise,{{en-verb|orthographis}}
municipalise,{{en-verb|municipalis}}
overmodify,{{en-verb|overmodifies|overmodifying|overmodified}}
overindustrialise,{{en-verb|overindustrialis}}
pastoralise,{{en-verb|pastoralis}}
pilgrimise,{{en-verb|pilgrimis}}
phosphatise,{{en-verb|phosphatis}}
